rho	e	dif	type
0	0	-0.00268644948115583	Method 1
0	0	0.0138331850838957	Method 1
0	0	0.0263529499760961	Method 1
0	0	0.0558614895652843	Method 1
0	0	0.004246656830282	Method 1
0	0	-0.00330636714487519	Method 1
0	0	-0.00475001981842526	Method 1
0	0	0.0569983267859226	Method 1
0	0	0.0503768618996673	Method 1
0	0	-0.0211119827366329	Method 1
0	0	-0.0255903164964085	Method 1
0	0	0.0132503553533672	Method 1
0	0	-0.0206510669846174	Method 1
0	0	0.0450860473747862	Method 1
0	0	-0.043183526105366	Method 1
0	0	0.00241915887107334	Method 1
0	0	-0.0243917827750938	Method 1
0	0	0.0384184491021067	Method 1
0	0	-0.00407354798194663	Method 1
0	0	0.0246302582109235	Method 1
0	0	-0.0340778920369842	Method 1
0	0	0.0304096398260806	Method 1
0	0	-0.0194002036702842	Method 1
0	0	0.0403605222530705	Method 1
0	0	0.0182124131465864	Method 1
0	0	0.0421746810566738	Method 1
0	0	-0.00420014054718374	Method 1
0	0	0.00877198724664235	Method 1
0	0	0.0478566854969773	Method 1
0	0	0.0146050018509562	Method 1
0	0	-0.0169956340639001	Method 1
0	0	-0.0487356363633179	Method 1
0	0	-0.0539964584178323	Method 1
0	0	0.0241906201456462	Method 1
0	0	-0.00903772225748524	Method 1
0	0	-0.00961532995948929	Method 1
0	0	0.0188900966129533	Method 1
0	0	-0.0153269507319513	Method 1
0	0	0.0184768009729418	Method 1
0	0	-0.0216599729615437	Method 1
0	0	0.0206617969735216	Method 1
0	0	-0.0202926395109031	Method 1
0	0	0.043754416723825	Method 1
0	0	0.0158325600716965	Method 1
0	0	-0.0110431748834723	Method 1
0	0	-0.014169301966791	Method 1
0	0	-0.0445575714772273	Method 1
0	0	0.0477801914327398	Method 1
0	0	0.0265682458546915	Method 1
